State,County,Year,Total population,Male Total population,Female Total population
Kentucky,Morgan County,2017,13281,7397,5884
Kentucky,Muhlenberg County,2017,31153,15763,15390
Kentucky,Nelson County,2017,45131,22276,22855
West Virginia,Tucker County,2017,7061,3362,3699
Kentucky,Ohio County,2017,24062,11957,12105
Kentucky,Oldham County,2017,64633,33876,30757
Texas,Sabine County,2017,10686,5239,5447
Oklahoma,Grant County,2017,4497,1955,2542
Florida,Calhoun County,2017,14530,7307,7223
Kentucky,Perry County,2017,27329,13516,13813
Kentucky,Pike County,2017,61586,30063,31523
Kentucky,Powell County,2017,12349,6075,6274
Kentucky,Pulaski County,2017,63974,31404,32570
Kentucky,Robertson County,2017,2161,1098,1063
Kentucky,Rockcastle County,2017,16815,8168,8647
Kentucky,Rowan County,2017,24392,11727,12665
Kentucky,Russell County,2017,17731,8630,9101
Kentucky,Scott County,2017,52322,25858,26464
Kentucky,Shelby County,2017,45831,22151,23680
Tennessee,Fentress County,2017,17881,8883,8998
Kentucky,Spencer County,2017,18012,9193,8819
Georgia,Hart County,2017,25406,12381,13025
Kentucky,Todd County,2017,12377,6194,6183
Kentucky,Trigg County,2017,14286,7053,7233
Alabama,Greene County,2017,8697,4265,4432
Illinois,Moultrie County,2017,14915,7760,7155
Kentucky,Warren County,2017,123824,60616,63208
Texas,Duval County,2017,11999,5873,6126
Louisiana,Richland Parish,2017,20692,10320,10372
California,Trinity County,2017,13180,6502,6678
Missouri,Webster County,2017,36027,17686,18341
Indiana,Union County,2017,7251,3522,3729
Kentucky,Woodford County,2017,25817,12356,13461
Louisiana,Acadia Parish,2017,62607,30433,32174
Louisiana,Allen Parish,2017,25667,14542,11125
Louisiana,Ascension Parish,2017,119129,58718,60411
Louisiana,Assumption Parish,2017,22881,11085,11796
Georgia,Polk County,2017,41095,20693,20402
Utah,Summit County,2017,36598,18631,17967
Louisiana,Bienville Parish,2017,13806,6692,7114
Louisiana,Bossier Parish,2017,125698,62214,63484
Louisiana,Caddo Parish,2017,251069,119235,131834
Louisiana,Calcasieu Parish,2017,198753,96906,101847
Kansas,Brown County,2017,10000,5313,4687
Virginia,King and Queen County,2017,6806,3289,3517
Georgia,Wilkinson County,2017,10044,5359,4685
Louisiana,Claiborne Parish,2017,16296,9360,6936
Louisiana,Concordia Parish,2017,20211,10319,9892
New York,Lewis County,2017,27164,13154,14010
Louisiana,East Baton Rouge Parish,2017,446167,214073,232094
Louisiana,East Carroll Parish,2017,7318,4409,2909
Louisiana,East Feliciana Parish,2017,19553,10667,8886
Louisiana,Evangeline Parish,2017,33750,17232,16518
Louisiana,Franklin Parish,2017,20388,9991,10397
Missouri,Henry County,2017,22305,12669,9636
Louisiana,Iberia Parish,2017,73346,35791,37555
Louisiana,Iberville Parish,2017,33122,16772,16350
Michigan,Arenac County,2017,15952,8086,7866
Louisiana,Jefferson Parish,2017,437038,212326,224712
Louisiana,Jefferson Davis Parish,2017,31405,15431,15974
Louisiana,Lafayette Parish,2017,238230,116361,121869
Louisiana,Lafourche Parish,2017,98112,48235,49877
Louisiana,LaSalle Parish,2017,14930,7691,7239
Louisiana,Lincoln Parish,2017,47536,23206,24330
Louisiana,Livingston Parish,2017,137096,67159,69937
Oklahoma,Washita County,2017,11616,5786,5830
Puerto Rico,Villalba Municipio,2017,26290,12505,13785
Kansas,Crawford County,2017,39051,18610,20441
Louisiana,Orleans Parish,2017,388182,185063,203119
Louisiana,Ouachita Parish,2017,156433,75019,81414
Louisiana,Plaquemines Parish,2017,23394,11393,12001
Louisiana,Pointe Coupee Parish,2017,22271,10692,11579
Louisiana,Rapides Parish,2017,132080,63888,68192
Indiana,Benton County,2017,8723,4192,4531
Arkansas,Conway County,2017,20619,10028,10591
Louisiana,Sabine Parish,2017,24145,11997,12148
Louisiana,St. Bernard Parish,2017,45067,22256,22811
Louisiana,St. Charles Parish,2017,52728,25901,26827
Indiana,Switzerland County,2017,10509,5093,5416
Minnesota,Wabasha County,2017,21485,10340,11145
Louisiana,St. John the Baptist Parish,2017,43565,21285,22280
Louisiana,St. Landry Parish,2017,83580,40144,43436
Louisiana,St. Martin Parish,2017,53609,26445,27164
Louisiana,St. Mary Parish,2017,52578,26153,26425
Louisiana,St. Tammany Parish,2017,249201,121268,127933
Louisiana,Tangipahoa Parish,2017,128850,62548,66302
Missouri,Holt County,2017,4771,2322,2449
Louisiana,Terrebonne Parish,2017,113067,55794,57273
West Virginia,Wyoming County,2017,22537,11212,11325
Louisiana,Vermilion Parish,2017,59841,29021,30820
Louisiana,Vernon Parish,2017,51906,27614,24292
Louisiana,Washington Parish,2017,46449,22944,23505
Louisiana,Webster Parish,2017,40043,19435,20608
Georgia,Hart County,2017,25518,12631,12887
Iowa,Lyon County,2017,11274,5696,5578
Louisiana,West Feliciana Parish,2017,15376,10210,5166
Louisiana,Winn Parish,2017,14631,7712,6919
Maine,Androscoggin County,2017,107317,52550,54767
Maine,Aroostook County,2017,68840,34006,34834
Maine,Cumberland County,2017,289173,140510,148663
Illinois,Logan County,2017,30177,14739,15438
Maine,Hancock County,2017,54468,26394,28074
Maine,Kennebec County,2017,121289,59175,62114
Maine,Knox County,2017,39700,19601,20099
Maine,Lincoln County,2017,34021,16599,17422
North Carolina,Columbus County,2017,57230,28290,28940
Maine,Penobscot County,2017,152284,75404,76880
Maine,Piscataquis County,2017,16960,8452,8508
Maine,Sagadahoc County,2017,35149,16942,18207
Maine,Somerset County,2017,50994,25180,25814
Maine,Waldo County,2017,39280,19269,20011
Maine,Washington County,2017,31822,15714,16108
Maine,York County,2017,201454,98215,103239
Maryland,Allegany County,2017,72591,37892,34699
Maryland,Anne Arundel County,2017,564600,279581,285019
Maryland,Baltimore County,2017,828637,392930,435707
Maryland,Calvert County,2017,90824,45184,45640
Maryland,Caroline County,2017,32785,15971,16814
Maryland,Carroll County,2017,167319,82784,84535
Maryland,Cecil County,2017,102416,50878,51538
Maryland,Charles County,2017,156021,75368,80653
Maryland,Dorchester County,2017,32386,15476,16910
Maryland,Frederick County,2017,246105,121305,124800
Maryland,Garrett County,2017,29516,14618,14898
Maryland,Harford County,2017,250132,122344,127788
Maryland,Howard County,2017,312495,152843,159652
Maryland,Kent County,2017,19666,9426,10240
Maryland,Montgomery County,2017,1039198,501571,537627
Maryland,Prince George's County,2017,905161,435878,469283
New York,Greene County,2017,49071,24230,24841
Maryland,St. Mary's County,2017,110979,55420,55559
Indiana,Randolph County,2017,25801,13821,11980
Maryland,Talbot County,2017,37461,17595,19866
Maryland,Washington County,2017,149546,75958,73588
Maryland,Wicomico County,2017,102014,48622,53392
Maryland,Worcester County,2017,51559,25205,26354
Maryland,Baltimore city,2017,619796,291377,328419
Massachusetts,Barnstable County,2017,213900,102152,111748
Massachusetts,Berkshire County,2017,127751,61741,66010
Massachusetts,Bristol County,2017,557016,269719,287297
Alabama,Henry County,2017,17275,8282,8993
Massachusetts,Essex County,2017,775860,373886,401974
Massachusetts,Franklin County,2017,70926,34663,36263
Massachusetts,Hampden County,2017,469188,226391,242797
Massachusetts,Hampshire County,2017,161197,75492,85705
Massachusetts,Middlesex County,2017,1582857,773112,809745
Massachusetts,Nantucket County,2017,10912,5804,5108
Massachusetts,Norfolk County,2017,694389,333237,361152
Massachusetts,Plymouth County,2017,509114,247788,261326
Massachusetts,Suffolk County,2017,780685,377572,403113
Massachusetts,Worcester County,2017,818249,403587,414662
Arkansas,Perry County,2017,10413,5247,5166
Kentucky,Crittenden County,2017,9254,5088,4166
Michigan,Allegan County,2017,114145,56997,57148
Michigan,Alpena County,2017,28730,14169,14561
Michigan,Antrim County,2017,23133,11479,11654
Michigan,Arenac County,2017,15238,7714,7524
Michigan,Baraga County,2017,8580,5112,3468
North Carolina,Franklin County,2017,59607,29958,29649
Michigan,Bay County,2017,105350,51875,53475
Michigan,Benzie County,2017,17462,8694,8768
Michigan,Berrien County,2017,154948,75835,79113
Michigan,Branch County,2017,43543,22517,21026
Michigan,Calhoun County,2017,134327,65652,68675
Michigan,Cass County,2017,51397,25861,25536
Michigan,Charlevoix County,2017,26160,12868,13292
Michigan,Cheboygan County,2017,25475,12680,12795
Michigan,Chippewa County,2017,38023,20948,17075
Michigan,Clare County,2017,30597,15148,15449
Michigan,Clinton County,2017,77321,38231,39090
Michigan,Crawford County,2017,13821,6953,6868
Michigan,Delta County,2017,36395,18084,18311
Michigan,Dickinson County,2017,25694,12819,12875
Michigan,Eaton County,2017,108586,53065,55521
Indiana,Greene County,2017,32978,16359,16619
Michigan,Genesee County,2017,410881,198115,212766
Michigan,Gladwin County,2017,25324,12719,12605
Arkansas,Clay County,2017,15577,8445,7132
Michigan,Grand Traverse County,2017,91222,44860,46362
Tennessee,Lawrence County,2017,41319,21937,19382
Michigan,Hillsdale County,2017,45909,22902,23007
Michigan,Houghton County,2017,36333,19713,16620
Michigan,Huron County,2017,31750,15777,15973
Michigan,Ingham County,2017,286185,139183,147002
Michigan,Ionia County,2017,64147,34130,30017
Kentucky,Woodford County,2017,25317,12570,12747
Michigan,Iron County,2017,11291,5576,5715
Michigan,Isabella County,2017,70572,34338,36234
Michigan,Jackson County,2017,158989,81200,77789
Michigan,Kalamazoo County,2017,259830,127247,132583
Michigan,Kalkaska County,2017,17358,8874,8484
Michigan,Kent County,2017,636376,313134,323242
Michigan,Keweenaw County,2017,2136,1099,1037
Michigan,Lake County,2017,11669,5965,5704
Michigan,Lapeer County,2017,88205,44663,43542
Michigan,Leelanau County,2017,21564,10681,10883
Michigan,Lenawee County,2017,98585,49929,48656
Michigan,Livingston County,2017,186946,93729,93217
Michigan,Luce County,2017,6406,3753,2653
Texas,Ward County,2017,10836,5474,5362
Michigan,Macomb County,2017,864019,420439,443580
Alabama,Winston County,2017,24432,12697,11735
Michigan,Marquette County,2017,67145,33898,33247
Michigan,Mason County,2017,28800,14284,14516
Georgia,Habersham County,2017,43181,21802,21379
Michigan,Menominee County,2017,23389,11834,11555
Michigan,Midland County,2017,83489,40954,42535
Michigan,Missaukee County,2017,14982,7634,7348
Michigan,Monroe County,2017,149619,73905,75714
Michigan,Montcalm County,2017,62956,32441,30515
Michigan,Montmorency County,2017,9290,4711,4579
Michigan,Muskegon County,2017,172707,85918,86789
Puerto Rico,Cidra Municipio,2017,47899,24036,23863
Michigan,Oakland County,2017,1241860,605231,636629
Michigan,Oceana County,2017,26317,13323,12994
Michigan,Ogemaw County,2017,20979,10518,10461
Michigan,Ontonagon County,2017,6072,3104,2968
Michigan,Osceola County,2017,23221,11725,11496
Michigan,Oscoda County,2017,8304,4266,4038
Kentucky,Taylor County,2017,24247,11951,12296
Michigan,Ottawa County,2017,280243,138250,141993
Michigan,Presque Isle County,2017,12854,6419,6435
Michigan,Roscommon County,2017,23934,11867,12067
Michigan,Saginaw County,2017,193803,94017,99786
Michigan,St. Clair County,2017,159761,79295,80466
Michigan,St. Joseph County,2017,60890,30264,30626
Michigan,Sanilac County,2017,41535,20592,20943
Michigan,Schoolcraft County,2017,8114,3977,4137
Tennessee,Greene County,2017,68617,33807,34810
Michigan,Tuscola County,2017,53569,26889,26680
Michigan,Van Buren County,2017,75190,37397,37793
Michigan,Washtenaw County,2017,361509,178949,182560
Michigan,Wayne County,2017,1763822,848339,915483
Michigan,Wexford County,2017,32915,16480,16435
Kentucky,Lawrence County,2017,15841,8079,7762
Minnesota,Anoka County,2017,344861,172482,172379
Minnesota,Becker County,2017,33552,16672,16880
Texas,Waller County,2017,45847,22775,23072
Minnesota,Benton County,2017,39360,19652,19708
Minnesota,Big Stone County,2017,5039,2489,2550
New York,Warren County,2017,65767,33054,32713
North Carolina,Anson County,2017,25243,12550,12693
Minnesota,Carlton County,2017,35408,18500,16908
Minnesota,Carver County,2017,98799,49086,49713
Minnesota,Cass County,2017,28810,14698,14112
Minnesota,Chippewa County,2017,12040,5994,6046
New York,Fulton County,2017,54297,28102,26195
Texas,Starr County,2017,62040,30613,31427
Minnesota,Clearwater County,2017,8824,4485,4339
Minnesota,Cook County,2017,5270,2609,2661
Minnesota,Cottonwood County,2017,11437,5660,5777
Kentucky,Pulaski County,2017,63505,31769,31736
Minnesota,Dakota County,2017,414655,204016,210639
Minnesota,Dodge County,2017,20485,10301,10184
Minnesota,Douglas County,2017,36891,18510,18381
South Dakota,Clay County,2017,13966,6975,6991
Minnesota,Fillmore County,2017,20825,10448,10377
Minnesota,Freeborn County,2017,30619,15312,15307
West Virginia,Fayette County,2017,46138,23014,23124
Kansas,Gray County,2017,5923,2972,2951
Minnesota,Hennepin County,2017,1224763,604629,620134
Minnesota,Houston County,2017,18709,9371,9338
Washington,Pacific County,2017,20743,10411,10332
Minnesota,Isanti County,2017,38584,19491,19093
Minnesota,Itasca County,2017,45237,22941,22296
Idaho,Valley County,2017,10104,5097,5007
Minnesota,Kanabec County,2017,15948,8101,7847
Minnesota,Kandiyohi County,2017,42577,21398,21179
Minnesota,Kittson County,2017,4384,2226,2158
Montana,Big Horn County,2017,12776,6384,6392
Kansas,Pawnee County,2017,6840,3411,3429
Mississippi,Carroll County,2017,10578,5426,5152
Alaska,Petersburg Census Area,2017,3841,2016,1825
Minnesota,Le Sueur County,2017,27810,14086,13724
Minnesota,Lincoln County,2017,5724,2882,2842
Minnesota,Lyon County,2017,25789,12902,12887
Minnesota,McLeod County,2017,35816,17850,17966
Minnesota,Mahnomen County,2017,5500,2767,2733
Minnesota,Marshall County,2017,9397,4761,4636
Minnesota,Martin County,2017,20084,10015,10069
Minnesota,Meeker County,2017,23105,11697,11408
Minnesota,Mille Lacs County,2017,25635,12847,12788
Minnesota,Morrison County,2017,32880,16616,16264
Texas,Upshur County,2017,39386,19742,19644
Arkansas,Newton County,2017,8394,4178,4216
Minnesota,Nicollet County,2017,33477,16748,16729
Illinois,Shelby County,2017,21854,11219,10635
Minnesota,Norman County,2017,6589,3337,3252
Minnesota,Olmsted County,2017,151685,74208,77477
Minnesota,Otter Tail County,2017,57790,29049,28741
Minnesota,Pennington County,2017,14197,7115,7082
Virginia,Caroline County,2017,29057,15497,13560
Minnesota,Pipestone County,2017,9229,4481,4748
Minnesota,Polk County,2017,31564,15988,15576
Minnesota,Pope County,2017,10932,5540,5392
Minnesota,Ramsey County,2017,537893,261783,276110
Minnesota,Red Lake County,2017,4017,2033,1984
Ohio,Harrison County,2017,15430,7819,7611
Minnesota,Renville County,2017,14798,7535,7263
Minnesota,Rice County,2017,65251,33283,31968
Minnesota,Rock County,2017,9433,4641,4792
Minnesota,Roseau County,2017,15537,8004,7533
Minnesota,St. Louis County,2017,200294,100596,99698
Minnesota,Scott County,2017,141463,70509,70954
Minnesota,Sherburne County,2017,92024,46991,45033
Minnesota,Sibley County,2017,14888,7530,7358
Minnesota,Stearns County,2017,155300,78126,77174
Minnesota,Steele County,2017,36612,18225,18387
Minnesota,Stevens County,2017,9759,4850,4909
Iowa,Greene County,2017,9448,4733,4715
Minnesota,Todd County,2017,24423,12545,11878
Minnesota,Traverse County,2017,3357,1663,1694
Minnesota,Nobles County,2017,21490,10729,10761
Minnesota,Wadena County,2017,13626,6757,6869
Kansas,Jefferson County,2017,18898,8978,9920
Minnesota,Washington County,2017,250979,124207,126772
Minnesota,Watonwan County,2017,10936,5511,5425
Minnesota,Wilkin County,2017,6398,3214,3184
Minnesota,Winona County,2017,50992,25183,25809
Minnesota,Wright County,2017,131130,66046,65084
Minnesota,Yellow Medicine County,2017,9930,5096,4834
Mississippi,Adams County,2017,31583,15680,15903
Oklahoma,Logan County,2017,37242,18345,18897
Mississippi,Amite County,2017,12574,6133,6441
Missouri,Wright County,2017,18731,8860,9871
South Dakota,Custer County,2017,8306,4257,4049
Oklahoma,McCurtain County,2017,33121,15613,17508
Mississippi,Calhoun County,2017,14617,6994,7623
West Virginia,Ritchie County,2017,10221,5157,5064
Mississippi,Chickasaw County,2017,17305,8393,8912
North Dakota,McLean County,2017,8360,4100,4260
Mississippi,Choctaw County,2017,9106,4269,4837
Illinois,Clark County,2017,16089,7575,8514
Puerto Rico,Gu·nica Municipio,2017,19990,9273,10717
Mississippi,Coahoma County,2017,24296,11202,13094
Mississippi,Copiah County,2017,28748,13762,14986
Mississippi,Covington County,2017,19172,9219,9953
Mississippi,DeSoto County,2017,173267,83838,89429
Virginia,Frederick County,2017,75835,36106,39729
Mississippi,Franklin County,2017,7772,3752,4020
Colorado,Elbert County,2017,23545,11894,11651
Mississippi,Greene County,2017,13801,8077,5724
Texas,Moore County,2017,21379,10097,11282
Mississippi,Hancock County,2017,46277,22527,23750
Mississippi,Harrison County,2017,200491,98928,101563
Mississippi,Hinds County,2017,243249,113633,129616
Mississippi,Holmes County,2017,18267,8707,9560
West Virginia,Gilmer County,2017,8678,4108,4570
Mississippi,Issaquena County,2017,1296,761,535
Mississippi,Itawamba County,2017,23439,11651,11788
Mississippi,Jackson County,2017,141314,69696,71618
Mississippi,Jasper County,2017,16547,8008,8539
Indiana,Union County,2017,7463,3671,3792
Mississippi,Jefferson Davis County,2017,11639,5671,5968
Mississippi,Jones County,2017,68328,33332,34996
Mississippi,Kemper County,2017,10082,4970,5112
Mississippi,Lafayette County,2017,52744,25611,27133
Mississippi,Lamar County,2017,60517,29006,31511
Mississippi,Lauderdale County,2017,78221,38002,40219
Mississippi,Lawrence County,2017,12659,6150,6509
Mississippi,Leake County,2017,22936,11534,11402
Mississippi,Lee County,2017,84840,40635,44205
Mississippi,Leflore County,2017,30113,14013,16100
Mississippi,Lincoln County,2017,34542,16495,18047
Mississippi,Lowndes County,2017,59558,28531,31027
Mississippi,Madison County,2017,102212,48966,53246
Mississippi,Marion County,2017,25466,12421,13045
Mississippi,Marshall County,2017,35981,17793,18188
Mississippi,Monroe County,2017,35967,17148,18819
Mississippi,Montgomery County,2017,10309,4769,5540
South Dakota,Brookings County,2017,29437,14095,15342
Arkansas,Ashley County,2017,21437,10043,11394
Texas,Rains County,2017,10942,5206,5736
Mississippi,Oktibbeha County,2017,49392,24860,24532
Illinois,Effingham County,2017,34229,16553,17676
Alabama,Autauga County,2017,55049,27106,27943
Mississippi,Perry County,2017,12047,5858,6189
Missouri,Howell County,2017,39763,18890,20873
Kentucky,Marshall County,2017,31075,15346,15729
Mississippi,Prentiss County,2017,25389,12360,13029
Mississippi,Quitman County,2017,7537,3618,3919
Mississippi,Rankin County,2017,149645,72198,77447
Mississippi,Scott County,2017,28399,13781,14618
South Dakota,Marshall County,2017,4631,2177,2454
Mississippi,Simpson County,2017,27215,13234,13981
Mississippi,Smith County,2017,16114,7838,8276
Mississippi,Stone County,2017,17981,9096,8885
Georgia,Monroe County,2017,26915,14114,12801
Georgia,Macon County,2017,14552,8496,6056
Pennsylvania,Wyoming County,2017,28333,13879,14454
Mississippi,Tippah County,2017,21993,10762,11231
Mississippi,Tishomingo County,2017,19476,9400,10076
Utah,Morgan County,2017,10276,4818,5458
Mississippi,Union County,2017,28202,13727,14475
Wisconsin,Rusk County,2017,14670,7186,7484
Georgia,Laurens County,2017,47510,22609,24901
Mississippi,Washington County,2017,48002,22520,25482
Mississippi,Wayne County,2017,20458,10011,10447
Kansas,Rice County,2017,9868,4832,5036
West Virginia,Tyler County,2017,9084,4826,4258
California,Inyo County,2017,18482,8998,9484
Minnesota,Chippewa County,2017,12426,6101,6325
Colorado,Summit County,2017,27496,14846,12650
Missouri,Adair County,2017,25437,12013,13424
Michigan,Kalkaska County,2017,17358,8622,8736
Minnesota,Big Stone County,2017,5335,2642,2693
Missouri,Audrain County,2017,25763,11744,14019
Minnesota,Carlton County,2017,35398,17782,17616
West Virginia,Grant County,2017,11942,5924,6018
Georgia,Telfair County,2017,16405,8010,8395
Missouri,Benton County,2017,18918,9308,9610
Missouri,Bollinger County,2017,12347,6180,6167
Missouri,Boone County,2017,174589,84812,89777
North Carolina,Moore County,2017,89425,44847,44578
Missouri,Butler County,2017,42826,20735,22091
Puerto Rico,Vieques Municipio,2017,9046,4572,4474
Missouri,Callaway County,2017,44793,22801,21992
Missouri,Camden County,2017,44855,22316,22539
Missouri,Cape Girardeau County,2017,78013,37860,40153
Alaska,Sitka City and Borough,2017,8909,4321,4588
Colorado,Saguache County,2017,6255,2981,3274
Missouri,Cass County,2017,101888,50019,51869
Minnesota,Pennington County,2017,13862,6883,6979
Mississippi,Jefferson County,2017,7586,3768,3818
Missouri,Christian County,2017,83028,40265,42763
Kentucky,Cumberland County,2017,6807,3467,3340
Missouri,Clay County,2017,236068,115761,120307
Missouri,Clinton County,2017,20495,10282,10213
Missouri,Cole County,2017,76749,38820,37929
Illinois,Union County,2017,17620,9267,8353
Iowa,Bremer County,2017,24387,12030,12357
Iowa,Worth County,2017,7581,3877,3704
Missouri,Dallas County,2017,16441,8117,8324
Florida,Liberty County,2017,8300,4164,4136
Missouri,DeKalb County,2017,12564,8007,4557
Missouri,Dent County,2017,15566,7774,7792
Missouri,Douglas County,2017,13391,6704,6687
Missouri,Dunklin County,2017,30905,14856,16049
Missouri,Franklin County,2017,102413,51044,51369
Missouri,Gasconade County,2017,14769,7371,7398
Missouri,Gentry County,2017,6688,3225,3463
Missouri,Greene County,2017,286759,139733,147026
Kansas,Marshall County,2017,10111,4937,5174
Georgia,Marion County,2017,8615,4280,4335
Iowa,Washington County,2017,21834,10783,11051
Iowa,Palo Alto County,2017,9352,4547,4805
Missouri,Holt County,2017,4499,2239,2260
Missouri,Howard County,2017,10144,5069,5075
Missouri,Howell County,2017,40139,19656,20483
Missouri,Iron County,2017,10286,5114,5172
Missouri,Jackson County,2017,688554,332936,355618
Missouri,Jasper County,2017,118522,57694,60828
Missouri,Jefferson County,2017,222639,110772,111867
Missouri,Johnson County,2017,53941,27891,26050
Idaho,Adams County,2017,3976,2010,1966
Missouri,Laclede County,2017,35488,17562,17926
Missouri,Lafayette County,2017,32655,16121,16534
Missouri,Lawrence County,2017,38131,19072,19059
Missouri,Lewis County,2017,10078,5081,4997
Missouri,Lincoln County,2017,54800,27365,27435
Mississippi,Jefferson Davis County,2017,12248,5907,6341
Missouri,Livingston County,2017,15025,6805,8220
Missouri,McDonald County,2017,22753,11613,11140
Missouri,Macon County,2017,15319,7601,7718
Missouri,Madison County,2017,12226,6004,6222
Missouri,Maries County,2017,8959,4496,4463
Missouri,Marion County,2017,28703,13841,14862
Texas,Crockett County,2017,3669,1835,1834
New Mexico,Luna County,2017,24947,12291,12656
Missouri,Mississippi County,2017,13916,7495,6421
Iowa,Floyd County,2017,15904,8350,7554
Missouri,Monroe County,2017,8676,4390,4286
Oklahoma,Pushmataha County,2017,11618,5798,5820
Oregon,Jefferson County,2017,20097,10028,10069
Missouri,New Madrid County,2017,18030,8681,9349
Missouri,Newton County,2017,58237,28926,29311
Missouri,Nodaway County,2017,22744,11302,11442
Alabama,Bullock County,2017,10779,5261,5518
Missouri,Osage County,2017,13610,7105,6505
Virginia,Richmond County,2017,9328,4665,4663
Missouri,Pemiscot County,2017,17344,8210,9134
Missouri,Perry County,2017,19135,9429,9706
Missouri,Pettis County,2017,42309,20777,21532
Missouri,Phelps County,2017,44873,23605,21268
Missouri,Pike County,2017,18517,10202,8315
Missouri,Platte County,2017,96899,47719,49180
Indiana,Daviess County,2017,31347,15257,16090
Missouri,Pulaski County,2017,53132,30361,22771
Missouri,Putnam County,2017,4846,2436,2410
Kentucky,Clinton County,2017,10208,5170,5038
Missouri,Randolph County,2017,24987,13075,11912
Colorado,Elbert County,2017,22859,11351,11508
Missouri,Reynolds County,2017,6361,3245,3116
Missouri,Ripley County,2017,13807,6906,6901
Missouri,St. Charles County,2017,385115,189365,195750
Mississippi,Claiborne County,2017,9396,4744,4652
Missouri,Ste. Genevieve County,2017,17882,8934,8948
Missouri,St. Francois County,2017,66248,35790,30458
Missouri,St. Louis County,2017,999539,474110,525429
Missouri,Saline County,2017,23010,11372,11638
Missouri,Schuyler County,2017,4450,2204,2246
Missouri,Scotland County,2017,4883,2382,2501
Missouri,Scott County,2017,38858,18844,20014
Texas,McCulloch County,2017,8273,4048,4225
Missouri,Shelby County,2017,6084,3053,3031
Missouri,Stoddard County,2017,29634,14405,15229
Louisiana,Jefferson Davis Parish,2017,31529,15426,16103
Iowa,Wayne County,2017,6382,3187,3195
Missouri,Taney County,2017,54308,26360,27948
Minnesota,Lyon County,2017,25714,13248,12466
Washington,Pacific County,2017,20665,10060,10605
Missouri,Warren County,2017,33554,16773,16781
Missouri,Washington County,2017,24968,12855,12113
Kentucky,Jackson County,2017,13369,6597,6772
Missouri,Webster County,2017,37558,19170,18388
Missouri,Worth County,2017,2053,999,1054
Missouri,Wright County,2017,18304,9012,9292
Missouri,St. Louis city,2017,314867,152224,162643
Missouri,Ozark County,2017,9360,4694,4666
Montana,Big Horn County,2017,13290,6566,6724
Montana,Blaine County,2017,6646,3316,3330
Oklahoma,Alfalfa County,2017,5755,2896,2859
Montana,Carbon County,2017,10466,5271,5195
North Dakota,Sheridan County,2017,1320,660,660
Montana,Cascade County,2017,81816,41259,40557
Oklahoma,Coal County,2017,5812,2884,2928
Wyoming,Big Horn County,2017,11895,5916,5979
Montana,Daniels County,2017,1788,926,862
Arkansas,Nevada County,2017,9324,4869,4455
Georgia,Wilcox County,2017,9131,4778,4353
Nebraska,Hitchcock County,2017,2925,1526,1399
Montana,Fergus County,2017,11327,5701,5626
Georgia,Floyd County,2017,96147,47965,48182
Montana,Gallatin County,2017,100733,52057,48676
Montana,Garfield County,2017,1086,560,526
Illinois,Greene County,2017,13677,6888,6789
Colorado,San Juan County,2017,747,373,374
Montana,Granite County,2017,3206,1622,1584
Montana,Hill County,2017,16468,8332,8136
Michigan,Lake County,2017,11625,5955,5670
Montana,Judith Basin County,2017,1965,1047,918
Montana,Lake County,2017,29518,14595,14923
Montana,Lewis and Clark County,2017,66290,32898,33392
Montana,Liberty County,2017,2245,1144,1101
Montana,Lincoln County,2017,19249,9634,9615
Colorado,Kiowa County,2017,1728,923,805
Kansas,Thomas County,2017,7902,4070,3832
Montana,Meagher County,2017,2000,972,1028
Montana,Phillips County,2017,4194,2121,2073
Montana,Missoula County,2017,114231,57590,56641
Montana,Musselshell County,2017,4766,2368,2398
Wisconsin,Washburn County,2017,16001,7994,8007
Montana,Petroleum County,2017,453,235,218
Montana,Phillips County,2017,4139,2096,2043
Nebraska,Stanton County,2017,6081,3004,3077
Montana,Powder River County,2017,1610,776,834
Montana,Powell County,2017,6852,4243,2609
Montana,Prairie County,2017,1325,681,644
Arkansas,Baxter County,2017,41387,20574,20813
Montana,Richland County,2017,11405,5795,5610
Montana,Fergus County,2017,11218,5543,5675
Montana,Rosebud County,2017,9292,4654,4638
Montana,Sanders County,2017,11414,5843,5571
Montana,Sheridan County,2017,3568,1792,1776
Montana,Silver Bow County,2017,34514,17354,17160
Texas,Mitchell County,2017,9342,4651,4691
Montana,Sweet Grass County,2017,3646,1763,1883
Montana,Teton County,2017,6040,2969,3071
Kentucky,Carlisle County,2017,5031,2865,2166
Colorado,Hinsdale County,2017,790,377,413
Montana,Valley County,2017,7561,3763,3798
Montana,Wheatland County,2017,2108,1084,1024
Montana,Wibaux County,2017,1121,560,561
Montana,Yellowstone County,2017,156332,76868,79464
Minnesota,Polk County,2017,31564,15981,15583
Michigan,Luce County,2017,6406,3213,3193
Nebraska,Arthur County,2017,421,204,217
Texas,McMullen County,2017,728,356,372
Nebraska,Blaine County,2017,502,256,246
Nebraska,Boone County,2017,5357,2691,2666
Nebraska,Box Butte County,2017,11200,5671,5529
Nebraska,Boyd County,2017,2049,1038,1011
Texas,Collingsworth County,2017,3058,1468,1590
Nebraska,Buffalo County,2017,48834,24367,24467
Puerto Rico,Maricao Municipio,2017,6546,3231,3315
North Dakota,Traill County,2017,8105,4085,4020
Texas,Shelby County,2017,25513,12813,12700
Nebraska,Cedar County,2017,8561,4349,4212
